#Creator: wheelEventBuffer
#Creation time: Wed Apr  5 15:17:47 2017
#Time	Angular velocity
#[s]	[rad/s]
56.699200	4.494281
56.769242	4.476734
56.839618	4.453002
56.910352	4.429520
56.981456	4.406284
57.052928	4.385005
57.124698	4.368420
57.196704	4.354976
57.268886	4.350152
57.341122	4.346541
57.413364	4.348586
57.485610	4.350272
57.557770	4.356063
57.629834	4.361869
57.701816	4.368298
57.773684	4.373041
57.845514	4.376331
57.917282	4.378160
57.989082	4.374259
58.060978	4.366477
58.133072	4.350875
58.205432	4.332634
58.278158	4.308627
58.351274	4.284652
58.424784	4.261751
58.498684	4.240696
58.572910	4.223025
58.647404	4.209219
58.722092	4.203699
58.796848	4.199878
58.871600	4.202687
58.946352	4.204825
59.020996	4.211589
59.095526	4.217922
59.169970	4.223933
59.244292	4.228709
59.318570	4.232127
59.392784	4.233838
59.467034	4.230076
59.541380	4.222571
59.615936	4.206852
59.690798	4.187115
59.766068	4.161822
59.841784	4.136287
59.917950	4.112355
59.994550	4.090189
60.071508	4.072903
60.148746	4.059325
60.226194	4.054191
60.303708	4.050323
60.381228	4.052204
60.458752	4.054610
60.536158	4.061424
60.613436	4.068156
60.690608	4.075227
60.767640	4.080202
60.844616	4.084128
60.921528	4.085296
60.998482	4.080944
61.075562	4.072163
61.152886	4.055866
61.230542	4.035443
61.308652	4.010203
61.387246	3.984265
61.466336	3.959458
61.545910	3.936438
61.625902	3.917198
61.706224	3.902600
61.786780	3.897468
61.867406	3.893989
61.948028	3.896984
62.028624	3.900468
62.109090	3.907454
62.189410	3.914172
62.269618	3.920913
62.349674	3.926402
62.429666	3.930332
62.509578	3.932004
62.589538	3.927776
62.669630	3.918664
62.750000	3.901436
62.830760	3.879563
62.912048	3.851596
62.993928	3.822447
63.076418	3.793736
63.159524	3.766627
63.243168	3.744092
63.327254	3.725798
63.411682	3.716278
63.496272	3.709871
63.580912	3.710835
63.665552	3.713818
63.750050	3.721120
63.834380	3.728628
63.918566	3.736344
64.002578	3.741862
64.086516	3.745252
64.170386	3.746414
64.254310	3.741951
64.338394	3.732260
64.422796	3.714257
64.507644	3.691822
64.593084	3.663750
64.679166	3.635261
64.765908	3.607709
64.853296	3.582040
64.941232	3.561573
65.029598	3.546376
65.118260	3.540222
65.207016	3.537511
65.295750	3.540860
65.384442	3.544935
65.472960	3.552472
65.561288	3.560120
65.649450	3.568045
65.737410	3.574216
65.825276	3.578694
65.913052	3.579673
66.000898	3.574622
66.088940	3.563755
66.177370	3.543816
66.266336	3.519597
66.355994	3.489805
66.446402	3.459904
66.537562	3.431859
66.629454	3.405668
66.721966	3.384462
66.814978	3.368494
66.908344	3.360999
67.001848	3.357120
67.095348	3.360280
67.188796	3.364670
67.282032	3.373486
67.375036	3.381693
67.467846	3.389574
67.560430	3.396096
67.652904	3.400213
67.745286	3.401465
67.837740	3.396243
67.930414	3.385410
68.023524	3.365391
68.117242	3.339846
68.211772	3.308681
68.307180	3.276930
68.403490	3.246520
68.500666	3.218647
68.598578	3.196964
68.697058	3.180780
68.795920	3.174160
68.894916	3.171340
68.993884	3.174994
69.092772	3.179943
69.191418	3.188722
69.289790	3.197680
69.387912	3.206885
69.485754	3.214300
69.583452	3.218977
69.681038	3.219967
69.778728	3.213774
69.876702	3.201329
69.975208	3.179557
70.074464	3.152057
70.174674	3.119383
70.275932	3.086044
70.378258	3.053707
70.481638	3.023961
70.585930	2.999134
70.690974	2.979960
70.796554	2.970605
70.902358	2.965949
71.008182	2.968920
71.113922	2.974092
71.219380	2.983299
71.324514	2.992221
71.429370	3.001197
71.533904	3.008900
71.638262	3.013692
71.742502	3.014559
71.846860	3.008266
71.951558	2.995131
72.056910	2.971616
72.163206	2.941126
72.270706	2.905116
72.379526	2.868930
72.489682	2.834451
72.601130	2.802941
72.713674	2.778154
72.827072	2.760044
72.941052	2.751824
73.055244	2.748646
73.169400	2.752934
73.283394	2.759608
73.396992	2.770706
73.510138	2.781746
73.622886	2.792527
73.735212	2.800742
73.847320	2.805745
73.959308	2.805845
74.071464	2.798298
74.184070	2.783767
74.297492	2.758881
74.412068	2.726367
74.528146	2.688523
74.645852	2.649791
74.765272	2.611639
74.886366	2.576385
75.008920	2.548711
75.132602	2.528608
75.257044	2.519442
75.381766	2.516334
75.506446	2.520735
75.630906	2.528119
75.754878	2.539441
75.878300	2.550947
76.001212	2.561930
76.123594	2.571787
76.245662	2.577654
76.367548	2.578331
76.489634	2.570609
76.612296	2.554265
76.736062	2.525843
76.861400	2.489100
76.988728	2.447066
77.118240	2.405029
77.249980	2.364091
77.383922	2.326623
77.519786	2.296184
77.657164	2.274440
77.795568	2.264048
77.934360	2.260854
78.073076	2.266040
78.211430	2.275527
78.349070	2.289023
78.485934	2.301567
78.622106	2.313601
78.757586	2.323869
78.892666	2.329867
79.027538	2.329936
79.162706	2.321019
79.298670	2.302984
79.436108	2.272334
79.575684	2.231879
79.718026	2.184574
79.863500	2.135685
80.012280	2.087603
80.164340	2.044030
80.319246	2.009796
80.476388	1.985660
80.634996	1.974081
